user_id,n_traces_w1,active_days_w1,mean_log_lag,sd_log_lag,prop_long_lag,distinct_lexemes,mean_session_seen,mean_hist_rate_w1,acc_w1,n_traces_w2,recall_w2,lang_de,lang_en,lang_es,lang_fr,lang_it,lang_pt
u:f9JT,244,2,-0.921343496370009,1.6633921504786686,0.3319672131147541,61,1.4467213114754098,0.9380271291722734,0.9300546448087459,60,0.9666666666666667,0.0,0.0,0.0,0.0,1.0,0.0
u:f9uI,49,2,0.3574222768462911,1.2964870101374322,0.8571428571428571,29,1.0204081632653061,0.9193877551020407,0.9183673469387755,39,0.9487179487179487,0.0,0.0,0.0,0.0,1.0,0.0
u:fACc,433,3,-0.8322852635972642,1.052434210496372,0.19861431870669746,214,1.2933025404157044,0.940328304268976,0.9689376443418014,320,0.9696614583333345,0.0,0.0,1.0,0.0,0.0,0.0
u:fAOt,766,5,-1.3352126987320911,1.4246794998101102,0.26370757180156656,218,1.2506527415143602,0.919765031926679,0.9057441253263734,298,0.9144295302013423,1.0,0.0,0.0,0.0,0.0,0.0
u:fAUX,26,1,1.200808196701455,0.2884961979838937,1.0,26,1.5,0.9012274339810967,0.8910256410256537,52,0.9086538461538461,0.0,0.0,1.0,0.0,0.0,0.0
u:fAyj,29,2,-1.5522559649669163,1.5399733081195637,0.3448275862068966,17,2.5172413793103448,0.9199025475346,0.8637931034482759,59,0.8983050847457628,1.0,0.0,0.0,0.0,0.0,0.0
u:fB-8,453,3,-0.6914707458351474,1.390989322641216,0.3995584988962472,195,1.0927152317880795,0.9098562636892229,0.8712288447387793,334,0.9461077844311377,0.0,1.0,0.0,0.0,0.0,0.0
u:fB4c,46,2,0.9915995700567386,0.2402705971176059,1.0,40,1.565217391304348,0.8754352669221908,0.9311594202898479,47,0.9141843971631277,0.0,0.0,1.0,0.0,0.0,0.0
u:fB8Q,1498,6,-0.5910029234078578,1.2893574161239523,0.42456608811748997,516,1.124165554072096,0.9125832091011084,0.9103063343717549,282,0.8946808510638298,0.0,1.0,0.0,0.0,0.0,0.0
u:fBhZ,173,3,0.5802431892592292,0.5335258215799341,0.7861271676300579,110,1.3121387283236994,0.9438766275471479,0.9229287090558786,77,0.969696969696974,1.0,0.0,0.0,0.0,0.0,0.0
u:fBtX,18,2,0.8893315865189338,0.30169980224627024,1.0,18,2.388888888888889,0.8661494980396021,0.9722222222222222,13,0.926923076923077,0.0,1.0,0.0,0.0,0.0,0.0
u:fC9z,97,2,0.9238971035182768,0.664745015229267,0.7938144329896907,72,2.0618556701030926,0.8917800627382929,0.9113402061855875,187,0.8670231729055294,0.0,0.0,0.0,1.0,0.0,0.0
u:fCEz,130,1,-0.13189175280810927,1.6451043212401142,0.6538461538461539,85,1.0692307692307692,0.9652174262257671,0.9153846153846154,171,0.9783625730994153,0.0,0.0,1.0,0.0,0.0,0.0
u:fCGC,131,1,-0.2668376195743648,1.3853836077215946,0.6106870229007634,80,1.099236641221374,0.916905836186009,0.8854961832061069,387,0.8510335917312662,0.0,1.0,0.0,0.0,0.0,0.0
u:fCWu,30,1,1.2543117998501323,0.3015916832734576,1.0,30,1.0666666666666667,0.8777962962962963,0.8166666666666667,31,0.8548387096774194,0.0,0.0,1.0,0.0,0.0,0.0
u:fCcz,32,1,0.5650845805782069,0.3924451051184362,0.75,32,1.125,0.9319498360938578,0.9375,102,0.9746732026143823,0.0,0.0,1.0,0.0,0.0,0.0
u:fCvG,85,3,0.6996639709458721,0.9620236951272386,0.9058823529411765,62,1.2588235294117647,0.8614396732732663,0.7966666666666705,74,0.9067567567567567,0.0,0.0,0.0,1.0,0.0,0.0
u:fD2k,217,4,-0.5729855702270882,1.199924520136714,0.543778801843318,64,1.4930875576036866,0.9037617594823146,0.9026881720430093,453,0.9141648270787373,0.0,0.0,0.0,1.0,0.0,0.0
u:fD6o,80,3,0.509906601983235,1.429297418904387,0.775,61,1.0,0.7830559099483249,0.5625,27,0.9111111111111112,1.0,0.0,0.0,0.0,0.0,0.0
u:fD7J,174,4,-0.37586006177336767,1.0915377878599117,0.6091954022988506,78,1.2183908045977012,0.9502840789478721,0.9530651340996207,165,0.9020202020202001,1.0,0.0,0.0,0.0,0.0,0.0
u:fDe6,188,4,0.5868185157269126,0.7343508128981495,0.7819148936170213,106,1.0851063829787233,0.9080199900948492,0.9388297872340425,34,0.9901960784313824,1.0,0.0,0.0,0.0,0.0,0.0
u:fDhN,240,2,-1.1764678071863632,1.6055235633800184,0.2125,82,1.65,0.9367040321714523,0.9422569444444459,405,0.9266666666666742,0.0,1.0,0.0,0.0,0.0,0.0
u:fE0Z,160,1,-0.6830074490756168,1.9281789365801427,0.51875,83,1.23125,0.9450051165586866,0.946875,714,0.929764026822853,0.0,0.0,0.0,1.0,0.0,0.0
u:fE11,206,2,-0.940352134008492,1.5819732667503812,0.3592233009708738,101,1.5048543689320388,0.9251741211971518,0.9069579288025922,179,0.8973929236499106,0.0,1.0,0.0,0.0,0.0,0.0
u:fEWD,28,1,-1.8681385976012357,1.0999052719016107,0.25,7,2.857142857142857,0.9381020844516431,0.9601190476190357,16,0.864583333333375,0.0,1.0,0.0,0.0,0.0,0.0
u:fEdw,56,1,-0.46067095792975676,1.650721616867655,0.5892857142857143,33,1.6785714285714286,0.9071456725219578,0.9583333333333393,50,0.9470000000000001,0.0,1.0,0.0,0.0,0.0,0.0
u:fEug,34,2,0.32094812787767873,1.3569053306539183,0.8235294117647058,28,1.6470588235294117,0.8588294953194631,0.8431372549019706,345,0.8608902691511421,0.0,0.0,1.0,0.0,0.0,0.0
u:fEvC,58,3,-1.043134851676153,1.6816285030312195,0.41379310344827586,17,3.9827586206896552,0.8928706371113656,0.9413793103448276,21,0.9253968253968095,0.0,0.0,1.0,0.0,0.0,0.0
u:fFQu,117,5,0.1704578060603549,0.6155935287929766,0.5982905982905983,71,1.3076923076923077,0.9400328616804884,0.9188034188034188,72,0.9884259259259305,1.0,0.0,0.0,0.0,0.0,0.0
u:fFjh,241,4,-0.5324221102503933,1.4896297881300586,0.4107883817427386,79,1.099585062240664,0.8768270452063733,0.8900414937759336,76,0.9605263157894737,0.0,0.0,0.0,0.0,0.0,1.0
u:fFnN,314,2,0.3928269543733409,1.6827941852692938,0.7006369426751592,188,1.1878980891719746,0.9140034747726133,0.9033970276008504,90,0.8314814814814888,0.0,1.0,0.0,0.0,0.0,0.0
u:fFsF,470,6,-0.9606905938331984,1.193420612109107,0.19361702127659575,168,1.5851063829787233,0.9105284573814001,0.9110992907801447,48,0.9315972222222499,0.0,1.0,0.0,0.0,0.0,0.0
u:fG-o,74,2,1.0370505524530833,0.6234909417799078,0.8648648648648649,64,1.7027027027027026,0.8734113731228081,0.9099099099099188,30,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0
u:fGO4,22,1,0.8509164833706528,0.011368655591641748,1.0,22,1.0454545454545454,0.9245711949340982,0.9090909090909091,296,0.893581081081081,0.0,0.0,0.0,0.0,0.0,1.0
u:fGbU,50,2,-0.4004925020198051,0.996268319233453,0.62,37,1.6,0.9382287157287158,1.0,46,0.9347826086956522,0.0,0.0,1.0,0.0,0.0,0.0
u:fGl7,28,2,-1.902726606467532,1.1987155105778555,0.21428571428571427,17,3.6785714285714284,0.9198554421768707,0.9601190476190714,18,1.0,0.0,0.0,0.0,1.0,0.0,0.0
u:fGox,42,3,-1.0735731713180745,0.8793040664101434,0.0,28,3.2142857142857144,0.8434807256235828,0.9388888888889048,71,0.9272300469483662,1.0,0.0,0.0,0.0,0.0,0.0
u:fH7l,29,1,1.0773607528917324,3.774373170012294e-05,1.0,29,1.5172413793103448,0.8809287866742228,0.8448275862068966,147,0.9312925170068027,0.0,1.0,0.0,0.0,0.0,0.0
u:fHK9,151,1,0.5934424357313027,1.6800968421689981,0.7284768211920529,110,1.218543046357616,0.934485896283363,0.9139072847682119,16,0.8125,0.0,0.0,1.0,0.0,0.0,0.0
u:fHi6,543,4,-1.5114099843385427,1.2850380613849088,0.22283609576427257,76,1.438305709023941,0.9210546853883779,0.9013505217925156,417,0.9506794564348537,0.0,1.0,0.0,0.0,0.0,0.0
u:fHrB,29,1,1.2471435532849875,0.3217056407536083,1.0,29,1.1379310344827587,0.8687497368531851,0.8850574712643793,23,1.0,0.0,0.0,1.0,0.0,0.0,0.0
u:fHu1,56,2,1.3204793057755422,0.3529584608263499,1.0,56,1.4464285714285714,0.8615412933193092,0.7559523809523928,128,0.814453125,0.0,0.0,1.0,0.0,0.0,0.0
u:fI1H,86,4,-0.19773011913737829,0.9890167629985915,0.47674418604651164,47,2.127906976744186,0.8600739334556023,0.9294573643411046,61,0.8903005464480983,1.0,0.0,0.0,0.0,0.0,0.0
u:fI7F,123,2,0.9197821532995225,0.7938255174935638,0.943089430894309,104,1.2439024390243902,0.8442134481844075,0.9281842818428211,410,0.8345528455284562,0.0,0.0,1.0,0.0,0.0,0.0
u:fIDf,131,3,-0.8931268487673724,0.8464066170440075,0.1297709923664122,38,2.3282442748091605,0.929415510984583,0.946310432569977,93,0.9537207714627204,0.0,1.0,0.0,0.0,0.0,0.0
u:fIWs,44,2,0.8694993286809983,0.3026008653564169,1.0,38,1.0227272727272727,0.902081273473263,0.8409090909090909,29,0.9310344827586207,0.0,0.0,1.0,0.0,0.0,0.0
u:fIbW,59,2,-2.1256125903461456,0.9315113236905228,0.0,40,2.6271186440677967,0.9224105461393597,0.971186440677966,272,0.9411764705882353,0.0,0.0,1.0,0.0,0.0,0.0
u:fIib,157,2,-2.1393696734735586,1.1065610018699183,0.10191082802547771,38,1.2484076433121019,0.9609825132794395,0.9764331210191084,21,0.984126984127,1.0,0.0,0.0,0.0,0.0,0.0
u:fIp1,391,6,0.30156130297143047,0.9701469099976836,0.7672634271099744,228,1.4194373401534526,0.8987183887516307,0.8907928388746854,60,0.85,0.0,0.0,1.0,0.0,0.0,0.0
u:fJAx,33,2,1.001831984809836,0.3572820359840111,1.0,33,1.606060606060606,0.9397971309736015,0.9242424242424242,14,0.8869047619047857,0.0,0.0,1.0,0.0,0.0,0.0
u:fJD,39,2,0.9156392937090843,0.4479654557346147,1.0,33,1.6923076923076923,0.8103258179288186,0.9401709401709487,65,0.9153846153846462,0.0,0.0,1.0,0.0,0.0,0.0
u:fJMB,192,6,-0.14777227107768054,0.9598786624687233,0.3802083333333333,91,2.4791666666666665,0.9172313599757728,0.9375372023809635,78,0.9429487179487179,1.0,0.0,0.0,0.0,0.0,0.0
u:fJUl,99,3,0.5962610942720299,0.7604648648734229,0.9595959595959596,75,1.3838383838383839,0.9283421345289687,0.9797979797979798,50,0.905,1.0,0.0,0.0,0.0,0.0,0.0
u:fJgi,198,4,0.4916224099664033,0.9194152195674637,0.8939393939393939,137,1.3888888888888888,0.8904034377880987,0.825336700336707,409,0.8889568052159731,0.0,0.0,0.0,1.0,0.0,0.0
u:fJs9,167,5,-0.03743775184015508,1.6912819131951196,0.6167664670658682,87,2.8802395209580838,0.9104578712111459,0.9296834901625449,21,0.984126984127,0.0,1.0,0.0,0.0,0.0,0.0
u:fKGz,67,2,1.4296147876336402,0.5855931493305203,1.0,58,1.164179104477612,0.8786277413143084,0.8353233830845821,120,0.8743055555555583,0.0,0.0,1.0,0.0,0.0,0.0
u:fKaL,34,2,0.7608929949028825,0.7077801940350388,0.7647058823529411,24,4.088235294117647,0.8324830471502377,0.8969887955182353,75,0.9144444444444533,0.0,0.0,0.0,0.0,1.0,0.0
u:fKap,38,1,0.9851399556848863,0.11333112488153087,1.0,38,1.263157894736842,0.8733409996701752,0.8947368421052632,196,0.9160714285714338,0.0,0.0,0.0,1.0,0.0,0.0
u:fKyr,95,1,-0.4280439631611848,1.367317529840477,0.5157894736842106,50,1.5894736842105264,0.9124468561727651,0.8491228070175578,360,0.8788425925925971,0.0,1.0,0.0,0.0,0.0,0.0
u:fL1c,10,1,1.7801438860173975,0.0002294227427902089,1.0,10,3.3,0.8983084531615708,0.775,38,0.8421052631578947,0.0,0.0,1.0,0.0,0.0,0.0
u:fL8C,20,1,1.2018253698506247,0.1883382932957483,1.0,20,1.3,0.9267202916908799,0.675,26,0.8525641025641153,0.0,1.0,0.0,0.0,0.0,0.0
u:fLAd,320,4,-0.11661630791023736,1.0290967747794577,0.43125,157,1.2125,0.9706344285177068,0.9703125,197,1.0,0.0,0.0,0.0,1.0,0.0,0.0
u:fLqX,241,2,-0.8573169388028373,1.8135391690760363,0.45228215767634855,83,1.1950207468879668,0.8882699349320213,0.9156293222683278,5,0.8166666666666,0.0,0.0,1.0,0.0,0.0,0.0
u:fLzD,25,2,1.1826650240102778,0.35033022523029217,1.0,25,1.32,0.8535936507936508,0.92,75,0.8533333333333334,0.0,0.0,0.0,1.0,0.0,0.0
u:fM7I,234,2,-1.664319725773639,1.2020128872780982,0.11538461538461539,57,1.311965811965812,0.9181482646546604,0.9606837606837607,28,0.9410714285714287,0.0,0.0,0.0,0.0,0.0,1.0
u:fM8u,14,1,1.3637177530609546,0.0077463437667819905,1.0,14,3.142857142857143,0.8608647305075877,0.9702380952380715,161,0.9506211180124287,0.0,0.0,1.0,0.0,0.0,0.0
u:fMBN,206,4,-0.2801745360381175,1.0904268519001605,0.33980582524271846,59,1.6504854368932038,0.8832306395423255,0.8694174757281651,149,0.8894481730052215,0.0,1.0,0.0,0.0,0.0,0.0
u:fMKM,370,3,-0.48682646046148825,1.4698211602364832,0.43513513513513513,98,1.2594594594594595,0.8808032751216522,0.9099099099099108,224,0.9226190476190491,0.0,0.0,0.0,1.0,0.0,0.0
u:fMoL,96,2,0.4616857320484648,0.8347577230902591,0.9270833333333334,55,1.1354166666666667,0.9525144784436527,0.9583333333333334,138,0.967391304347826,0.0,0.0,1.0,0.0,0.0,0.0
u:fMok,37,1,0.9619514597549996,0.3227593238149374,1.0,37,1.5675675675675675,0.8778924872859508,0.8581081081081081,68,0.9313725490196176,0.0,0.0,0.0,1.0,0.0,0.0
u:fMvK,21,2,1.0126137856954052,0.34565928081177694,1.0,14,5.476190476190476,0.9000959691937135,0.8982426303854761,7,0.9102040816327143,0.0,1.0,0.0,0.0,0.0,0.0
u:fN7Y,150,2,0.002058382619998827,1.0261263096661086,0.6466666666666666,99,1.4533333333333334,0.9530126348573508,0.954,62,0.9516129032258065,0.0,0.0,0.0,1.0,0.0,0.0
u:fNJ5,95,3,0.4063468940205585,0.39462769427483296,0.9894736842105263,76,1.1578947368421053,0.847749620894448,0.7684210526315789,30,0.9666666666666667,0.0,0.0,0.0,0.0,1.0,0.0
u:fNTe,826,3,-2.027988373910045,0.8147572577358398,0.08716707021791767,61,1.4588377723970944,0.9208635529605531,0.9271186440678015,164,0.9129065040650488,0.0,1.0,0.0,0.0,0.0,0.0
u:fNmV,274,3,0.4012578647138209,1.4771553457972,0.656934306569343,178,1.2153284671532847,0.798256897769521,0.8253041362530438,16,0.9479166666666875,0.0,0.0,1.0,0.0,0.0,0.0
u:fNsc,118,3,0.49637055845751954,0.4854293788998866,0.8135593220338984,64,1.2542372881355932,0.9293393805171466,0.9364406779661016,57,0.9649122807017544,0.0,1.0,0.0,0.0,0.0,0.0
u:fNz-,327,5,-0.0706528935904742,1.113866917771976,0.48623853211009177,226,1.1590214067278288,0.9245793865265116,0.8882772680937859,510,0.9034313725490216,0.0,0.0,1.0,0.0,0.0,0.0
u:fOUt,118,3,0.8796036228671453,0.5004517790076928,0.9152542372881356,108,1.0254237288135593,0.9049423109240334,0.923728813559322,297,0.9138007054673737,0.0,0.0,0.0,0.0,1.0,0.0
u:fOav,73,2,0.8147606679391326,0.5851565467655709,0.821917808219178,49,1.273972602739726,0.8990229578979665,0.8904109589041096,65,0.8769230769230769,0.0,0.0,0.0,1.0,0.0,0.0
u:fOey,87,2,0.6439058861249947,0.7550360569389801,0.9540229885057471,72,1.6551724137931034,0.8484107171032459,0.8789272030651378,42,0.8908730158730238,1.0,0.0,0.0,0.0,0.0,0.0
u:fOmi,13,1,1.5234909652300552,0.2873600694190662,1.0,13,2.769230769230769,0.9551282051282051,0.9294871794872308,35,0.8142857142857143,0.0,0.0,1.0,0.0,0.0,0.0
u:fOsA,118,3,0.7711800045318654,0.5296905168868089,0.9576271186440678,84,1.1355932203389831,0.880437047937869,0.8820621468926609,47,0.776595744680851,0.0,0.0,1.0,0.0,0.0,0.0
u:fPJ8,583,6,-1.4177897216143802,1.10120902753638,0.16295025728987994,92,1.5351629502572899,0.9460222716770327,0.9514865637507186,402,0.9637408197109726,0.0,1.0,0.0,0.0,0.0,0.0
u:fPPo,48,1,1.05402077486382,0.7882940818679722,0.875,42,1.4583333333333333,0.9028391459215451,0.9479166666666666,63,0.8822751322751428,0.0,1.0,0.0,0.0,0.0,0.0
u:fPZB,135,3,0.1851087694540422,1.1398994373806697,0.7777777777777778,84,1.1111111111111112,0.9172606238223305,0.8345679012345704,316,0.8224331926863607,0.0,1.0,0.0,0.0,0.0,0.0
u:fPmx,148,2,-0.9365185087715128,1.7078315793038328,0.22972972972972974,65,1.222972972972973,0.888486700986701,0.9177927927927906,163,0.9258691206544049,0.0,0.0,1.0,0.0,0.0,0.0
u:fQEB,12,1,1.1926036098905015,0.2594048677153162,1.0,12,2.0833333333333335,0.8319669365721998,0.7916666666666666,124,0.8911290322580645,0.0,0.0,1.0,0.0,0.0,0.0
u:fQKz,53,3,0.9561499545284519,1.3301905842141926,0.8679245283018868,45,1.320754716981132,0.9342478761714841,0.847484276729566,25,0.8600000000000401,0.0,0.0,0.0,0.0,0.0,1.0
u:fQMS,176,4,0.03675615318701764,1.65233517477939,0.625,99,1.7102272727272727,0.9415068924450103,1.0,66,0.8863636363636364,0.0,1.0,0.0,0.0,0.0,0.0
u:fQPQ,68,2,1.2855538808640443,0.30560599842709507,1.0,66,1.4411764705882353,0.9033962354511726,0.9399509803921617,156,0.8907585470085513,0.0,1.0,0.0,0.0,0.0,0.0
u:fQZF,57,1,0.8440171978194063,1.3160791998721089,0.7894736842105263,45,2.0526315789473686,0.9384924782404495,1.0,89,0.9185393258426966,0.0,1.0,0.0,0.0,0.0,0.0
u:fQZe,56,1,0.3563715910655535,0.9104989052218099,0.75,49,1.1607142857142858,0.9020320708985305,0.9821428571428571,63,0.9444444444444444,0.0,1.0,0.0,0.0,0.0,0.0
u:fQhM,14,2,0.9505846334763105,0.7409346955601764,1.0,7,3.5714285714285716,0.8624561945990517,0.9023809523809286,62,0.8973118279570483,0.0,0.0,1.0,0.0,0.0,0.0
u:fQmx,185,6,0.1549040481352929,1.0033938766406085,0.7297297297297297,123,1.6702702702702703,0.8813294738132542,0.8736936936937028,81,0.9351851851851852,0.0,0.0,1.0,0.0,0.0,0.0
u:fQs0,50,1,-0.25670702207733465,1.8602703292646285,0.54,33,1.1,0.8966168929122398,0.77,94,0.7819148936170213,0.0,0.0,1.0,0.0,0.0,0.0
u:fQsn,95,2,-1.30459294069318,1.3942429791973254,0.3263157894736842,31,1.831578947368421,0.9376014887889926,1.0,66,0.9330808080808333,0.0,1.0,0.0,0.0,0.0,0.0
u:fQwW,289,3,0.1285239826193049,1.5113107442232256,0.6401384083044983,188,1.1764705882352942,0.8439602864129839,0.8329296424452146,217,0.9185429010313826,0.0,0.0,0.0,1.0,0.0,0.0
u:fR-u,26,1,1.1633554357002487,0.14939017816249733,1.0,26,1.0384615384615385,0.9107008773719649,0.9230769230769231,276,0.8466183574879239,0.0,0.0,1.0,0.0,0.0,0.0
u:fR7J,131,1,-0.864021304909205,1.779658541666081,0.46564885496183206,61,1.9465648854961832,0.9338444252170444,0.9100508905852442,33,0.935858585858606,0.0,0.0,1.0,0.0,0.0,0.0
u:fRGc,406,6,-0.2518914711821279,0.9925436445810111,0.5467980295566502,156,1.7881773399014778,0.904426718011841,0.9314860426929508,337,0.9470820969337359,0.0,0.0,1.0,0.0,0.0,0.0
u:fRSl,251,2,-0.241862673706534,1.4608591085889069,0.5298804780876494,156,2.1115537848605577,0.9102843467778537,0.9239707835325458,201,0.9469320066335025,0.0,1.0,0.0,0.0,0.0,0.0
u:fRY7,147,3,0.2526879143111724,0.9921110038426595,0.8775510204081632,117,1.5442176870748299,0.943368086204894,0.9710884353741497,215,0.9023255813953488,0.0,0.0,1.0,0.0,0.0,0.0
u:fRft,25,2,0.15334406830125458,1.1734849658462432,0.8,13,3.84,0.9239429138249977,0.9528571428571599,60,0.8748412698412833,0.0,0.0,1.0,0.0,0.0,0.0
u:fRhH,40,2,0.5386075543548671,0.4709303976568673,1.0,33,1.55,0.8808801380844219,0.854166666666675,59,0.9101493139628983,0.0,0.0,0.0,0.0,1.0,0.0
u:fRlr,117,2,0.8369679288458359,0.9819289628734191,0.8888888888888888,100,1.2991452991452992,0.8399798897943297,0.8027065527065556,414,0.883454106280198,0.0,0.0,1.0,0.0,0.0,0.0
u:fS0g,29,1,1.7446804028410485,0.0013016659642915516,1.0,29,3.6551724137931036,0.8378887396128776,0.8724137931034484,31,0.9900153609830968,0.0,0.0,0.0,1.0,0.0,0.0
u:fS6l,87,2,-0.3702134613632264,1.8790149019332796,0.5632183908045977,44,1.5402298850574712,0.8665445655932649,0.8850574712643678,28,0.8809523809523928,0.0,1.0,0.0,0.0,0.0,0.0
u:fS6o,112,4,-0.6776196639390398,1.1240900667925247,0.19642857142857142,43,1.8303571428571428,0.9219273254795216,0.9188988095238125,78,0.9487179487179487,0.0,1.0,0.0,0.0,0.0,0.0
u:fSHC,35,2,-0.09821218990356399,0.9952601957340239,0.6571428571428571,35,1.4285714285714286,0.9130500493658389,0.9,33,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0
u:fS_s,70,1,-2.196329741021408,1.431992462127195,0.14285714285714285,15,2.1,0.8941488080028578,0.8804761904762143,185,0.8906113256113352,0.0,0.0,0.0,0.0,1.0,0.0
u:fSe6,822,3,-1.7741451689583232,1.1570033286053274,0.12530413625304138,196,1.380778588807786,0.9230555692952596,0.9052181091414696,305,0.8811475409836066,0.0,1.0,0.0,0.0,0.0,0.0
u:fSep,310,2,-0.6425065308313931,1.9788183714849474,0.432258064516129,124,2.0612903225806454,0.9288374985126376,0.9148003072196742,294,0.9671201814059014,0.0,0.0,1.0,0.0,0.0,0.0
u:fSzQ,361,4,-1.0993292178421161,1.2647681248478015,0.25761772853185594,72,2.2354570637119116,0.9013502703249825,0.9055467616409556,55,0.8995815295815636,0.0,1.0,0.0,0.0,0.0,0.0
u:fT1w,27,1,1.3644204524448758,0.40590063297659257,1.0,27,1.7407407407407407,0.8610088190147941,0.8506172839506296,25,0.9,0.0,1.0,0.0,0.0,0.0,0.0
u:fU6D,71,2,-0.14798761578386904,1.163484104573406,0.6619718309859155,52,1.3661971830985915,0.9025640770741811,0.8673708920187747,34,0.9019607843137353,0.0,0.0,1.0,0.0,0.0,0.0
u:fVDY,101,2,-0.034379588393461724,1.5690773216402543,0.5643564356435643,64,1.2277227722772277,0.8674033630431686,0.8811881188118812,84,0.9428571428571428,0.0,0.0,0.0,1.0,0.0,0.0
u:fVXm,21,1,0.9445591817071678,0.14868311755115,1.0,21,1.0476190476190477,0.8636351904644587,0.9047619047619048,96,0.8802083333333334,1.0,0.0,0.0,0.0,0.0,0.0
u:fVm9,203,5,-0.892238559663076,1.6070065396239952,0.4039408866995074,98,1.2807881773399015,0.9491412303205986,0.9326765188834187,20,0.95,0.0,0.0,1.0,0.0,0.0,0.0
u:fVsw,838,4,0.0005766526661476286,1.512628897231771,0.6921241050119332,340,1.2028639618138426,0.8680830045066139,0.7765086941697936,146,0.748858447488589,0.0,0.0,1.0,0.0,0.0,0.0
u:fVt-,392,4,-0.3895678286661414,1.1817750446903215,0.5357142857142857,139,1.0994897959183674,0.6798552762450407,0.637457482993199,236,0.6260593220338984,0.0,0.0,1.0,0.0,0.0,0.0
u:fW2o,612,5,-0.9067728609781387,1.3282732505731552,0.33986928104575165,97,1.3954248366013071,0.9260583514964621,0.9462418300653596,315,0.9693348450491365,0.0,1.0,0.0,0.0,0.0,0.0
u:fW55,98,2,0.356499645401002,1.1810320052339554,0.7142857142857143,74,1.7857142857142858,0.923789835708259,0.8806122448979694,11,0.8787878787878182,0.0,0.0,1.0,0.0,0.0,0.0
u:fWAD,23,1,1.5714755625664953,0.12092818540698923,1.0,23,1.0869565217391304,0.9178374907275163,0.8695652173913043,124,0.8790322580645161,0.0,0.0,1.0,0.0,0.0,0.0
u:fWDh,200,2,-1.2645772304244247,1.67488291938348,0.21,42,2.44,0.910498781151945,0.9023359279609351,402,0.944499723604204,0.0,1.0,0.0,0.0,0.0,0.0
u:fWfY,370,4,-0.2547042438534729,1.3248626392859002,0.37027027027027026,144,1.2216216216216216,0.9386851805700933,0.9112612612612623,285,0.9198830409356737,0.0,1.0,0.0,0.0,0.0,0.0
u:fWgv,167,2,-0.6622088810573795,2.0017201316364814,0.5269461077844312,82,1.0598802395209581,0.8308019241611617,0.7365269461077845,14,0.9119047619047856,0.0,1.0,0.0,0.0,0.0,0.0
u:fWoy,93,2,0.9305027535708201,0.6769757759172713,0.8387096774193549,59,1.075268817204301,0.9310140336914495,0.967741935483871,54,0.8425925925925926,0.0,1.0,0.0,0.0,0.0,0.0
u:fWx0,250,4,0.2924016150478173,1.557768940957242,0.74,160,1.164,0.9086062714950138,0.906666666666668,309,0.8759439050701199,1.0,0.0,0.0,0.0,0.0,0.0
u:fX2x,18,1,1.7492973260938096,0.008282210683268844,1.0,18,1.8888888888888888,0.949074074074074,0.8425925925926111,55,0.8833333333333454,1.0,0.0,0.0,0.0,0.0,0.0
u:fX3i,274,4,-0.6681704032300317,1.2529864431862863,0.4343065693430657,118,1.1642335766423357,0.8917092780429551,0.9087591240875912,106,0.9622641509433962,0.0,1.0,0.0,0.0,0.0,0.0
u:fX9z,247,5,-0.08525165310226897,0.9404247777414757,0.5546558704453441,153,1.2834008097165992,0.8568873426292398,0.7925101214574979,316,0.7816455696202531,0.0,1.0,0.0,0.0,0.0,0.0
u:fXHT,250,2,0.5219493454984682,1.45388981207525,0.788,189,1.228,0.8606966115216711,0.779333333333332,246,0.6222899728997277,0.0,0.0,0.0,1.0,0.0,0.0
u:fXLn,421,3,-0.37316506061829674,1.2228765421914485,0.4679334916864608,213,1.1923990498812351,0.9088670301446676,0.9167326471364465,265,0.8685534591194981,0.0,1.0,0.0,0.0,0.0,0.0
u:fXQU,98,1,0.46674748505061014,1.1129990165622552,0.7653061224489796,83,1.4183673469387754,0.8981079012512669,0.815476190476204,48,0.8836805555555625,0.0,1.0,0.0,0.0,0.0,0.0
u:fXZF,113,1,0.1638132936437039,1.8049356169500868,0.6548672566371682,74,1.3805309734513274,0.8953377129972833,0.9057522123893805,340,0.912279411764706,0.0,0.0,1.0,0.0,0.0,0.0
u:fY-H,1088,3,-1.5005283504716855,1.4502477842467383,0.23897058823529413,319,1.7205882352941178,0.9493159760926271,0.9748314950980415,239,0.9707112970711297,0.0,0.0,1.0,0.0,0.0,0.0
u:fYAG,168,2,-1.1503551524729265,1.7112738253585618,0.25,80,1.4702380952380953,0.8990693585089221,0.9012896825396786,402,0.8897180762852414,0.0,0.0,1.0,0.0,0.0,0.0
u:fYDP,312,3,-0.39857817914084415,1.1465554934141549,0.41346153846153844,166,1.7980769230769231,0.9017919235247839,0.9121794871795033,621,0.8977589908749454,0.0,0.0,0.0,1.0,0.0,0.0
u:fYEf,207,3,0.9177926988832925,0.6067908753564347,0.9806763285024155,174,1.6280193236714975,0.9229366258792455,0.8905797101449323,18,0.8703703703703889,1.0,0.0,0.0,0.0,0.0,0.0
u:fYOI,902,6,-0.9885915346330225,1.3358655764546201,0.2549889135254989,181,1.5,0.8885947099433842,0.9252217294900256,715,0.9248717948717986,0.0,0.0,0.0,1.0,0.0,0.0
